text,embedding,filename,type,chunk_id
指导方针草案 航程规划\
  1 目标\
\
  1.1 制定航行或航行计划， 以及对船舶进度的密切和持续监控 和职位，在执行此类计划期间是必不可少的 对海上生命安全、航行安全和效率的重要性 以及保护海洋环境。\
\
  1\,2 航程和航道规划的需要适用 到所有船只。有几个因素可能会阻碍保险箱 所有船只的航行和可能阻碍 大型船舶或运载危险货物的船只的航行。 在准备过程中需要考虑这些因素 的计划以及后续监控执行 计划。\
\
  1.3 航程和航道规划包括评估、 即收集与预期航程相关的所有信息 或通道;整个航程或航程的详细规划 berth to berth，包括那些需要 一名飞行员;执行计划;以及对进展的监控 在实施计划中的船舶。这些组件 的航程/航道规划分析如下。\
\
  2 鉴定\
\
  2.1 与预期相关的所有信息 应考虑航行或航行。以下项目应 在航程和航道规划中考虑：\
  2.80951918e-03  3.01490072e-02  5.96310012e-02 -1.77538991e-02\
  1.13235209e-02  1.20631009e-02  1.37552246e-03  4.59124930e-02\
 -7.87902325e-02  1.62240118e-03  5.82120717e-02 -5.60810491e-02\
 -2.15671230e-02  2.96160318e-02 -9.10178199e-02 -4.68715914e-02\
  6.35718405e-02 -4.79456261e-02 -8.85690842e-03 -3.84311154e-02\
 -7.29199201e-02 -2.08713370e-03 -2.21818057e-03  1.03000449e-02\
  3.02702878e-02 -2.57998165e-02  9.81544796e-03  2.42851432e-02\
  7.59306317e-03 -4.77987342e-02 -1.08654715e-01  5.28674312e-02\
 -1.15143694e-02 -1.44144241e-02 -1.01271532e-02 -1.72052216e-02\
 -9.51680541e-02  3.08508836e-02 -6.37356266e-02  5.95746078e-02\
 -5.08700088e-02  1.81362499e-02 -5.15693282e-05 -2.18685605e-02\
  3.49380709e-02  2.46622562e-02 -5.62439226e-02 -4.24148738e-02\
  6.98482096e-02 -1.12221584e-01 -6.61774352e-02 -3.01413517e-02\
  1.51807461e-02  4.36638892e-02  6.52033370e-03 -9.93383601e-02\
 -4.12170440e-02  3.78563069e-02  4.25588414e-02 -5.38313277e-02\
 -5.40222526e-02  3.33776558e-03 -5.74044101e-02  6.82602599e-02\
 -9.66423824e-02 -2.83741411e-02  1.04127623e-01  2.87858211e-02\
  2.05968097e-02 -2.60175038e-02 -1.24799795e-01 -6.54476658e-02\
  2.97015607e-02 -3.92481014e-02  2.29449384e-02 -1.57615425e-32\
 -5.37232198e-02  3.68510522e-02 -4.52781320e-02  6.49106828e-03\
 -6.75517134e-03 -3.02986223e-02 -2.38550045e-02 -3.18219722e-03\
  3.93513730e-03 -1.99911520e-02 -5.30395247e-02  1.07871722e-02\
 -6.05760403e-02 -1.98791511e-02 -2.96664666e-02  1.14240916e-02\
 -6.65593240e-03  9.38276500e-02 -3.80330533e-02  1.56622846e-02\
  5.79178035e-02 -3.68187428e-02 -1.13888010e-01  2.41592918e-02\
 -1.15657714e-03  2.30820458e-02 -1.02442307e-02 -8.47630948e-02\
 -5.04317991e-02  9.65848118e-02  1.27301412e-02  1.60978851e-03\
 -2.30326559e-02  7.85387307e-02 -2.11495981e-02 -1.60670161e-01\
 -2.37415638e-02 -1.97802410e-02 -5.02244011e-02  1.59473661e-02\
  2.62900032e-02 -4.62331213e-02  1.13309070e-01 -4.66743037e-02\
  2.14592665e-02 -8.40964355e-03 -6.04161248e-03 -9.88923982e-02\
 -8.33817497e-02 -3.47812511e-02  3.07950899e-02 -1.01197148e-02\
 -6.55317307e-03 -3.52171324e-02 -9.49717779e-03 -1.89836230e-02\
 -7.64894718e-03 -9.06272829e-02 -5.01826359e-03 -4.85261530e-02\
  4.85488661e-02  4.03140783e-02 -4.90458161e-02  2.45096721e-02\
  6.57859594e-02  3.62159647e-02  1.01964986e-02 -6.79296926e-02\
  7.44867325e-02 -1.26131669e-01 -2.96740290e-02 -2.46263687e-02\
  1.01657383e-01 -2.72233374e-02  2.70174872e-02  3.55808325e-02\
  2.47821882e-02  9.21597928e-02 -4.08662930e-02  8.03634524e-03\
  1.42057370e-02 -6.95080906e-02  1.93986166e-02  1.09413467e-01\
 -5.31864390e-02  4.83394153e-02  1.24731939e-02  7.04857409e-02\
 -2.27344539e-02 -1.16494428e-02 -3.23546045e-02  5.92357777e-02\
  1.86154675e-02  6.65263906e-02  1.11027420e-01 -5.37110516e-08\
 -6.18678750e-04 -9.27316621e-02 -4.37373593e-02 -1.15051353e-02\
 -9.64640602e-02 -1.62836257e-02 -1.62875690e-02 -2.39446275e-02\
 -3.82337421e-02 -2.50818883e-03 -6.01908076e-04  3.40613723e-02\
 -2.78331642e-03 -2.22693738e-02 -5.03096655e-02 -5.28171808e-02\
 -7.44794980e-02  3.19301523e-02 -2.58869287e-02 -4.93130460e-03\
 -5.66505827e-02 -1.04355104e-02  6.37735724e-02 -6.68570176e-02\
 -1.59707628e-02  8.67430121e-03 -1.31757274e-01 -1.28148403e-02\
 -1.42887281e-02  8.99523795e-02  7.19035119e-02  9.23996232e-03\
  4.26531769e-02 -2.10020579e-02  5.18280081e-02 -1.72074791e-02\
  1.21452725e-02  3.69934924e-02  3.39826159e-02  4.80249673e-02\
 -6.16341680e-02 -1.02965601e-01  1.22366361e-02  4.98976968e-02\
  1.64105713e-01 -4.22097445e-02  5.13618216e-02  8.21536232e-04\
  8.61282051e-02 -7.89046437e-02 -6.43343106e-02 -6.06650952e-03\
  3.81815396e-02 -5.89646623e-02  7.76821980e-03 -3.72531265e-02\
 -2.37371214e-02  6.46595657e-02  3.55860479e-02  1.52832195e-02\
 -1.33092087e-02  3.14497426e-02 -1.31494468e-02  4.36239168e-02],考虑航线稳定性的集装箱公水联运路径优化研究.txt,TXT,2
２平均航行天数稳定性指标\
运输时间稳定性的评价指标，对于公路来说，其运输时间是可以准确预测的，可以用 ０ 来代替；对于水路来说，其运输时间受多种因素影响，难以准确预测，引入平均航行天数稳定性指标来衡量水路运输时间的稳定性。\
２. １定义\
平均航行天数稳定性是指集装箱船舶在港口和港口之间平均航行天数的标准差。 用来衡量港与港之间水路运输时间的波动情况，平均航行天数稳定性越小表示港与港之间各集装箱船舶的运输时间越趋近于港与港平均运输时间，越稳定；越大表示港与港之间各集装箱船舶的运输时间越远离港 港平均运输时间，越不稳定。\
２. ２计算步骤\
考虑到全球港口众多，并不能全部覆盖，据上海国际航运研究中心的研究，按照评价指标对各个航区的港口进行排序，选取了 ２４４ 个重要港口。\
第一步：从航行日志中提取出 ２４４*２４４ 个港与港在 ２０２２ 年 １ 月 ～ ２０２２ 年 １０ 月范围内的航行数据，包括 ＭＭＳＩ、起始港离港时间、目的港抵达时间、起始港经纬度、目的港经纬度、港口 ＩＤ 等基本数据，并对这 ２４４*２４４ 个航行数据，按照起始港 目的港来分组。\
第二步：针对起始港 Ａ 与目的港 Ｂ 的一组直航数据，结合 ＡＩＳ 轨迹数据库，遍历所有的船舶，取出所有船舶对应时间段内的 ＡＩＳ 轨迹值。\
第三步：对港与港航行数据进行预处理，包括经纬度去异常、开始时间归 ０、计算平均航行里程、计算平均航行时间、所有船舶航行时间按平均航行时间缩放等，得到最终的港与港集装箱船舶航行轨迹。\
第四步：找到同一港与港船舶航行轨迹，将其开\
始时间与结束时间相减，得到集装箱船舶在港与港\
 \
的航行时间 ｔｈ，ｉ ，再把每一组船舶港到港航行时间进行累加，按照船舶数量 ｎ 来求取平均航行时间，并将该值作为公水联运网络中的水路运输时间\
Σｎ   ｔｈ，ｉ\
ｔｉｊ，２	＝	ｉ ＝ １	（１）\
ｎ\
第五步：对平均航行时间求标准差，将该值作为平均航行天数稳定性指标 ｓｉｊ ，用来衡量港与港航行时间的稳定性\
ΣＮ	（ｔｈ，ｉ   － ｔｉｊ ）２\
ｉ ＝ １\
ｎ\
最终获得 ３ ２７５ 条直航数据，其中部分数据如表 １ 所示，稳定性指标数值越小，航行天数越稳定。\
表 １	部分平均航行天数稳定性指标数据,[-3.25742960e-02  3.50659974e-02  7.87553266e-02 -3.77364010e-02\
  4.62905969e-03  2.04931083e-03  1.00291707e-02 -9.12157819e-03\
  5.67983314e-02 -2.55548358e-02  1.25385419e-01 -3.80346179e-02\
  7.94030949e-02 -2.39244420e-02 -1.38931982e-02 -1.13908043e-02\
 -8.30481648e-02  4.13986295e-02 -8.44797343e-02  2.84745116e-02\
  2.26743380e-03 -6.26034290e-02 -4.47922722e-02 -2.09207647e-03\
 -4.56922315e-02  6.39879778e-02 -8.76482110e-03  3.21713462e-02\
  4.78649177e-02 -2.37100199e-02 -1.64102558e-02  1.68959200e-01\
 -6.20703995e-02 -2.44510695e-02  3.67565863e-02  5.94127849e-02\
  6.39919341e-02 -1.46934614e-02 -1.07157137e-02 -7.70810730e-05\
 -1.98845826e-02 -7.86098838e-02  4.88299914e-02 -1.56990960e-02\
  2.67488249e-02  8.92274231e-02  1.55026484e-02 -3.15914191e-02\
 -1.13970280e-01 -4.83059064e-02  4.65117535e-03 -3.43587771e-02\
  2.48080026e-02  2.85611805e-02  1.95811056e-02 -1.13364439e-02\
 -6.55570701e-02 -3.78534533e-02 -1.69866681e-02 -5.50369993e-02\
 -8.46039355e-02  7.43724331e-02 -3.50305326e-02 -6.51266146e-03\
 -6.11633770e-02 -2.55682878e-02  2.87310760e-02  1.89273488e-02\
 -2.94777527e-02  5.05743884e-02 -7.98044726e-03 -5.22471964e-03\
  2.38418188e-02  4.03814204e-03 -8.61449465e-02 -3.20198163e-02\
 -1.08453557e-02  9.77633800e-03 -7.23271817e-02 -1.07368298e-01\
 -9.90451202e-02  1.49295460e-02  5.85167073e-02 -4.87759821e-02\
 -1.02552012e-01  6.60451353e-02 -6.60235574e-03 -7.50946850e-02\
  1.29119948e-01 -5.22746705e-02  3.47469226e-02  2.43714862e-02\
  8.79071285e-06  1.90521516e-02  8.83345529e-02  2.52419524e-02\
 -1.63987663e-03  1.21957567e-02  2.29531024e-02 -3.19703147e-02\
  5.31385951e-02 -1.16361240e-02 -1.33709526e-02 -5.11432141e-02\
  4.74029556e-02 -1.16104625e-01 -5.07277399e-02 -2.56162677e-02\
  8.72550458e-02 -2.10181158e-02 -5.59510142e-02 -7.20431581e-02\
  2.10861787e-02 -5.33883683e-02 -2.75593568e-02  5.63860796e-02\
 -4.02112752e-02 -7.06868917e-02  3.94684821e-02 -3.45614813e-02\
  3.08532901e-02  1.80441272e-02 -4.48163897e-02 -1.12040117e-02\
 -4.18256037e-02  1.01931235e-02  1.49223087e-02  2.06211354e-33\
 -3.31770033e-02  1.97789520e-02 -2.59830635e-02 -4.50439937e-02\
  1.41166467e-02 -2.75156591e-02  3.43665518e-02 -5.22422604e-02\
  1.93119999e-02  2.97208317e-02 -2.13546120e-02  1.07658319e-01\
 -1.46030560e-01  1.31722437e-02 -8.79171565e-02 -1.96396764e-02\
 -5.91535158e-02 -5.98288737e-02  1.15278196e-02 -7.56184459e-02\
  1.75815297e-03 -6.08504340e-02  2.33193897e-02 -6.73281103e-02\
 -3.18973884e-02 -2.68806387e-02  7.80919343e-02  1.04478458e-02\
  7.61214178e-03  3.69815230e-02  4.99195792e-02 -2.69539263e-02\
  1.94385502e-04 -3.95223796e-02 -1.16819672e-01  3.09476946e-02\
  2.64586899e-02 -4.60494645e-02 -2.37058681e-02 -3.78577337e-02\
 -9.97165442e-02 -1.96823236e-02  2.50071567e-02  2.55675148e-02\
  4.59923632e-02  8.71712994e-03 -7.91291054e-03 -5.97884208e-02\
  1.35484906e-02 -1.16536528e-01 -3.26108746e-02 -1.02575785e-02\
  8.09457898e-03  3.41124716e-04 -1.05654215e-02 -7.14932308e-02\
 -1.01281933e-01  3.17071937e-02 -1.12693205e-01  1.15158781e-02\
 -7.86435083e-02  2.96516232e-02  2.52079591e-03  3.73236649e-02\
  6.44221827e-02  6.36864528e-02 -1.82958581e-02 -2.50030104e-02\
  4.14207987e-02 -8.75511840e-02 -4.89465445e-02 -1.65945031e-02\
  3.36326137e-02  4.63359691e-02  3.36297937e-02 -9.96263474e-02\
 -2.20424253e-02  4.06964161e-02 -1.68385042e-03  4.54553217e-03\
 -9.74743888e-02 -5.11084497e-02 -3.44892964e-02  6.84468597e-02\
 -4.61090878e-02 -2.16853470e-02  1.15056150e-01  5.99223003e-02\
 -2.00726576e-02 -4.94298004e-02 -8.72768834e-02 -2.26716939e-02\
  9.53026265e-02 -5.28761782e-02  2.40196008e-02 -9.60150545e-33\
 -8.98355246e-02  8.02926421e-02 -6.15911633e-02  7.53742903e-02\
  4.37814184e-02  5.47525333e-03  4.72773500e-02  4.18664627e-02\
  1.90744735e-02 -3.49735878e-02 -1.27308786e-01 -2.85138231e-04\
 -1.07670002e-01 -2.26276051e-02 -7.27740861e-03 -2.60931384e-02\
  1.56374983e-02  9.35761854e-02 -1.87166538e-02  3.38787213e-02\
  5.16011938e-03 -8.29850510e-03 -1.49988726e-01  6.15010224e-02\
 -1.99977700e-02  1.08461324e-02  3.46278436e-02 -6.78840801e-02\
 -5.42853512e-02  6.25316128e-02  5.06026745e-02  1.99341830e-02\
 -7.09207729e-03  5.28597347e-02 -3.15801203e-02 -1.43295333e-01\
  3.11398283e-02  1.07145989e-02 -5.57772070e-02 -3.18236463e-02\
  1.41608221e-02 -8.93449932e-02  1.10107452e-01 -7.33337700e-02\
 -2.11391430e-02  1.35986190e-02  1.22147752e-02 -8.96795914e-02\
 -2.95496546e-03 -2.25009378e-02  5.94761744e-02  2.88150851e-02\
  1.06899617e-02 -1.84890088e-02  3.73601690e-02  6.45495206e-03\
 -1.96523741e-02 -4.97812405e-02 -1.04758374e-01 -1.31732067e-02\
  2.31986456e-02  5.74901737e-02 -2.31355820e-02  6.97471872e-02\
 -2.46328879e-02  4.09100726e-02  3.39723453e-02 -3.72090489e-02\
  2.61901319e-02 -8.34276453e-02 -6.58362210e-02 -1.78197809e-02\
  5.58473542e-02 -4.24932167e-02  7.78746009e-02  1.53709762e-03\
  4.60151630e-03  8.21032524e-02 -2.28395239e-02 -2.94790585e-02\
  4.02515195e-03 -5.79648791e-03 -3.58854420e-02  3.96255590e-02\
 -3.77799533e-02 -5.57927266e-02 -1.72643084e-02 -2.73742154e-03\
  3.59521098e-02 -5.40601686e-02 -2.50028875e-02 -2.88210586e-02\
 -6.32288381e-02  2.08892096e-02  4.06030156e-02 -4.66746251e-08\
 -1.68534019e-03 -8.40363055e-02  2.84329671e-02 -3.12226731e-03\
 -4.48234305e-02 -4.06980468e-03 -9.91778262e-03  4.62749153e-02\
 -1.69433299e-02  2.54554469e-02 -2.40411349e-02  2.49400828e-02\
 -4.33539823e-02  9.62770171e-03 -5.09024821e-02 -5.23671322e-02\
 -3.45375240e-02  1.06344447e-02 -3.22022773e-02 -4.81658727e-02\
 -2.41686609e-02 -1.43462839e-02  9.02543310e-03 -7.91130885e-02\
  1.36224041e-03  2.89098714e-02 -7.64816478e-02 -1.57133527e-02\
 -1.87588334e-02  3.83924469e-02  6.63973838e-02 -1.44815119e-02\
  4.68174443e-02 -2.64219269e-02  4.63869162e-02  3.07406136e-03\
  7.71801034e-03  2.61051524e-02  3.56107205e-02  2.79179979e-02\
 -6.09036684e-02 -6.31052032e-02  1.55909313e-02  1.62706431e-02\
  1.26643986e-01 -4.88358885e-02  2.08685305e-02  4.14342612e-05\
  5.22153080e-02  3.80534902e-02  3.05757392e-02  3.19082662e-02\
  1.14657335e-01 -7.55594969e-02 -1.56619754e-02  3.10306139e-02\
 -2.53249872e-02  9.79470741e-03 -7.69871753e-03 -1.19701317e-02\
  2.20306870e-02  2.21198890e-02  1.60833467e-02  9.94918495e-02],考虑航线稳定性的集装箱公水联运路径优化研究.txt,TXT,3
Σｎ   ｔｈ，ｉ\
ｔｉｊ，２	＝	ｉ ＝ １	（１）\
ｎ\
第五步：对平均航行时间求标准差，将该值作为平均航行天数稳定性指标 ｓｉｊ ，用来衡量港与港航行时间的稳定性\
ΣＮ	（ｔｈ，ｉ   － ｔｉｊ ）２\
ｉ ＝ １\
ｎ\
最终获得 ３ ２７５ 条直航数据，其中部分数据如表 １ 所示，稳定性指标数值越小，航行天数越稳定。\
表 １	部分平均航行天数稳定性指标数据\
Ｔａｂ． １	Ｐａｒｔ ｓｔａｂｉｌｉｔｙ ｉｎｄｅｘ ｄａｔａ ｏｆ ａｖｅｒａｇｅ ｓａｉｌｉｎｇ ｄａｙｓ\
平均航行天数\
起运港	目的港	运输时间／ 天\
稳定性指标\
上海港	宁波港	０． ９６４ ７２	１． １７１ ５２\
香港港	深圳港	２． ４８５ ５７	０． ４０６ １４\
宁波港	上海港	０． ９２５ ６７	１． ２５１ ５９\
新加坡港	巴生港	０． ８０５ ９５	０． ７７４ ９６\
东京港	横滨港	３． １８４ １４	０． １３７ ７３\
大阪港	神户港	２． ２６７ ３８	０． ０９５ １５\
深圳港	新加坡港	０． １９９ ０１	４． ０１４ ７３\
杰贝阿里港   迪拜港	１． ６８０ ０４	０． １４５ ２９\
３模型构建\
３. １模型假设\
货物运输过程中不拆箱转运；不考虑除运输成本、中转成本和惩罚成本以外产生的成本；不考虑货物在中转节点产生的等待时间；国内公路运输将货物运至港口 Ｐｉ  时，无需等待就可以装货。\
３. ２符号说明\
建立数学模型时，涉及的符号及其说明如下\
所示。\
Ｍ：运输方式集，Ｍ ＝ ｛ｋ   ｋ ＝１，２｝，其中 ｋ ＝１ 表示公路运输，ｋ ＝２ 表示水路运输；\
Ｐ：所有中转节点的集合，ｉ，ｊ∈Ｐ；Ｑ：货物运输量，单位为 ＦＥＵ；\
［Ｔ１ ，Ｔ２ ］：客户要求的货物最早到达时间和最\
晚到达时间；\
Ｃｖ ：客户所能接受的运输费用，单位为美元；\
 \
ｆｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 的运输费率，单位为美元／ ＦＥＵ／ ｋｍ；\
ｄｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 的运输距离，单位为 ｋｍ；\
ｇｉ，ｋｌ ：在运输节点 ｉ 由运输方式 ｋ 转换为 ｌ 的中转费率，单位为美元／ ＦＥＵ；\
ｔｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 的运输时间，单位为 ｈ；,[-3.45978290e-02  4.05216776e-02  4.01699096e-02 -6.59537166e-02\
 -7.63356802e-05  5.19312248e-02 -3.08605935e-02 -8.76289885e-03\
  3.15340273e-02 -4.04890105e-02  1.22899450e-01 -6.12555929e-02\
  5.61481975e-02 -8.86430591e-03  1.69729069e-02  6.37355726e-03\
 -2.57473271e-02  4.86539043e-02 -7.34029338e-02  1.93428751e-02\
  1.90143380e-02 -5.03206737e-02 -3.55347097e-02  2.27691848e-02\
 -4.73856442e-02  7.43107274e-02 -6.42941371e-02  4.92393598e-02\
  2.23924574e-02 -4.12901565e-02 -3.96255665e-02  2.02370211e-01\
 -8.43377877e-03  4.98474052e-04  3.74770910e-02  6.97807148e-02\
  3.92253511e-02 -1.81773826e-02 -1.81504674e-02  4.08465639e-02\
 -8.00877716e-03 -5.03199287e-02  5.46464212e-02 -5.11539876e-02\
  3.15672755e-02  3.99582461e-02  1.85288303e-02 -1.03311241e-01\
 -8.30401629e-02 -3.53020169e-02 -5.32738604e-02  4.42288537e-03\
  8.54675099e-03  3.08462400e-02 -1.73635017e-02  7.52864731e-03\
 -6.10067137e-02 -4.48542722e-02 -2.85450369e-02 -3.52719314e-02\
 -9.44435596e-02  1.43472850e-02 -4.86941310e-03 -3.20751667e-02\
 -9.72208828e-02 -3.14941108e-02 -1.57028250e-02  1.25139467e-02\
  4.47011739e-03  8.86410661e-03 -1.82460691e-03 -3.65962461e-02\
  4.57873419e-02  9.37240943e-03 -3.02288868e-02 -2.13700905e-03\
  1.50279992e-03 -5.27578704e-02 -6.88311458e-02 -1.03219382e-01\
 -5.89311868e-02  3.22667211e-02  3.94318588e-02  1.65125839e-02\
 -1.00431167e-01  6.37510344e-02 -3.58165242e-02 -5.78041039e-02\
  2.02357210e-02 -1.70973521e-02  9.34056863e-02  6.17626235e-02\
  2.53243037e-02 -9.08300935e-05  1.41404290e-02  1.60968761e-04\
 -4.15264582e-03 -6.06582537e-02  2.64612474e-02 -4.19378132e-02\
  8.41814000e-03 -1.99182872e-02 -4.91241440e-02 -8.04285705e-02\
 -2.91489195e-02 -1.14852466e-01  9.22477152e-03 -2.20516957e-02\
  7.85506368e-02  4.62116711e-02 -1.71060562e-02 -6.34572282e-02\
 -1.79325715e-02 -7.65292421e-02 -6.19631037e-02  9.61552560e-02\
 -3.55967321e-02 -9.80816409e-02  2.00762618e-02 -7.19790533e-02\
  2.56407075e-02  3.89226177e-03 -2.76259938e-03 -3.00783888e-02\
 -7.54137188e-02  2.51273047e-02  2.83229630e-02  5.41088315e-34\
 -5.78360073e-02  3.61633040e-02  2.72166934e-02 -1.36939250e-02\
  4.33655828e-02 -7.95572475e-02  7.05110794e-03 -3.80027108e-03\
  3.78922299e-02 -7.61026284e-03 -3.98932248e-02  8.61814395e-02\
 -9.72699150e-02  5.07972389e-02 -5.45024499e-02 -3.70260067e-02\
 -5.99331334e-02 -9.30565074e-02 -2.19559763e-02 -4.35570702e-02\
  4.32280749e-02 -6.52045980e-02  5.50622605e-02 -2.13369597e-02\
 -1.67778693e-02 -2.61988901e-02  6.54209405e-02 -9.44377854e-03\
 -1.29325613e-02  3.93239558e-02  1.15329856e-02 -3.90520394e-02\
 -5.61279729e-02 -3.26659344e-02 -1.31740466e-01  7.98638165e-02\
 -2.08024085e-02  1.39932353e-02 -4.03245427e-02  1.16566289e-03\
 -1.10819332e-01 -1.10990740e-02 -9.52209067e-03  8.04641023e-02\
  5.55643663e-02  5.90688512e-02 -5.05949371e-02 -3.63776647e-02\
  7.04142526e-02 -6.91146255e-02 -4.16095890e-02  2.47737728e-02\
  3.59398201e-02 -5.25643416e-02 -8.86228867e-03  2.03101686e-03\
 -3.25960219e-02 -1.64446160e-02 -7.80653358e-02 -4.58913855e-03\
 -5.24228290e-02 -3.91218439e-03 -1.37881804e-02  2.66971067e-02\
  7.60694370e-02  4.74412218e-02 -3.14312465e-02 -5.36016375e-02\
  1.21376161e-02 -1.14619374e-01 -5.55675291e-02 -2.81636566e-02\
  9.87481102e-02  7.31039094e-03  4.82769590e-03 -8.92601088e-02\
 -5.56891933e-02  3.03044152e-02  6.50297403e-02 -6.57681078e-02\
 -4.24098745e-02 -4.89234067e-02 -5.48417978e-02  5.31856343e-03\
 -5.28179258e-02 -1.15190074e-02  8.85684714e-02  7.38805681e-02\
 -5.01306355e-02 -3.20952982e-02 -8.83750543e-02 -2.32044198e-02\
  8.39082599e-02 -1.50741115e-02 -1.62655339e-02 -8.93341764e-33\
 -3.39088961e-02 -1.50641352e-02 -4.36953865e-02  1.40144918e-02\
  1.04394769e-02 -9.74222645e-03 -5.61082736e-03  5.50810434e-02\
  3.81312184e-02 -3.15568573e-03 -1.73319932e-02  3.62244621e-02\
 -5.74144423e-02  8.40600464e-04 -1.80946924e-02  2.90887547e-03\
 -2.50959788e-02  1.17729418e-01 -4.88446765e-02  4.39106412e-02\
 -4.78792191e-03 -1.73199864e-03 -1.83262035e-01  6.19597100e-02\
 -1.53178377e-02  5.95386438e-02  6.68353140e-02 -7.84366503e-02\
  9.89469886e-03  4.07810844e-02  4.19559106e-02 -8.65586847e-03\
 -2.12339740e-02  4.16978262e-02 -1.74138509e-02 -1.01605505e-01\
  3.86433564e-02 -8.66640359e-02 -9.51685831e-02 -3.32311131e-02\
  7.69774849e-03 -7.34856352e-02  5.83004877e-02 -5.43813184e-02\
  2.72608995e-02  1.26114190e-02 -1.65007692e-02 -3.41620408e-02\
 -1.73489507e-02 -2.70984462e-03  8.89212489e-02  6.90482324e-03\
 -6.15236573e-02 -3.08361370e-02  3.93520854e-02  1.83696877e-02\
 -2.40915697e-02 -5.32128029e-02 -7.31444955e-02 -9.20728296e-02\
  6.29338482e-03  5.02331071e-02 -2.78907605e-02  1.96907911e-02\
 -1.28285931e-02  3.10135037e-02  8.74715373e-02 -2.91920248e-02\
  2.43323110e-02 -4.72912043e-02 -6.19635582e-02  4.80125956e-02\
  5.77121638e-02 -8.02391544e-02  3.65422517e-02 -1.36601795e-02\
 -1.49499550e-02  4.17688601e-02 -5.33625148e-02 -2.86320802e-02\
  4.76212194e-03 -4.03462984e-02  1.87073871e-02  3.96034792e-02\
 -7.83024281e-02 -2.61548478e-02 -3.18215229e-02  5.00011519e-02\
 -4.62426455e-04 -1.74441095e-02 -3.75489667e-02 -9.18404199e-03\
 -6.46522343e-02  4.85224500e-02  5.69054596e-02 -5.32994164e-08\
  3.96166071e-02 -1.04547955e-01 -8.32134951e-03 -4.93525229e-02\
 -7.52262622e-02 -1.08897127e-02 -8.31669010e-03  1.80220436e-02\
  2.06696130e-02 -1.32802725e-02  6.50648447e-03  7.44150877e-02\
 -8.40493888e-02  4.40763608e-02 -7.57970884e-02 -4.92838249e-02\
 -8.75701942e-03  8.68485793e-02 -1.33482795e-02 -6.76581860e-02\
 -6.95717707e-02  2.75563020e-02  7.58866314e-03 -9.52829495e-02\
 -1.81705877e-02  1.59692019e-02 -6.97634146e-02 -1.10385299e-04\
  5.78727154e-03 -1.83472987e-02  4.08995114e-02  6.18986227e-03\
  4.58395407e-02 -1.70368589e-02  1.94725897e-02 -3.84482332e-02\
  1.11363195e-01 -2.20226385e-02  6.60585333e-03  2.17668321e-02\
 -3.64605375e-02 -1.27486944e-01 -5.90294376e-02  2.62701456e-02\
  7.56177306e-02 -8.35924298e-02  6.34131581e-02  3.70241180e-02\
  6.15333728e-02  6.72780946e-02 -5.42629650e-03 -4.91033867e-03\
  4.90514226e-02 -6.37923628e-02 -4.02983874e-02  3.63636054e-02\
 -5.70357256e-02  1.20324176e-02  2.07191780e-02  1.79690775e-02\
  7.04121664e-02  3.93603705e-02  4.16417681e-02  8.38159323e-02],考虑航线稳定性的集装箱公水联运路径优化研究.txt,TXT,4
ｆｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 的运输费率，单位为美元／ ＦＥＵ／ ｋｍ；\
ｄｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 的运输距离，单位为 ｋｍ；\
ｇｉ，ｋｌ ：在运输节点 ｉ 由运输方式 ｋ 转换为 ｌ 的中转费率，单位为美元／ ＦＥＵ；\
ｔｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 的运输时间，单位为 ｈ；\
ｔｉ，ｋｌ ：在运输节点 ｉ 由运输方式 ｋ 转换为 ｌ 的中转运输时间，单位为 ｈ；\
ｈ：货物提前或者延后的惩罚费率，单位为美\
元／ ＦＥＵ ／ 天；\
ｘｉｊ，ｋ ：从运输节点 ｉ 到节点 ｊ 采取运输方式 ｋ 时取值为 １，否则为 ０；\
ｙｉ，ｋｌ ：在运输节点 ｉ 由运输方式 ｋ 转换为 ｌ 时取值为 １，否则为 ０。\
３. ３	数学模型\
将平均航行天数稳定性作为目标函数，运输成\
本和运输时间作为约束建立路径优化模型。\
\
ｊ∈Ｐ ｋ∈Ｍ\
ｓ． ｔ．\
\
ｊ∈Ｐ ｋ∈Ｍ	∈Ｐ ｋ∈Ｍ ｌ∈Ｍ\
（４ ）\
ｊ∈Ｐ ｋ∈Ｍ	∈Ｐ ｋ∈Ｍ ｌ∈Ｍ\
（５ ）ｘｉｊ，ｋ  ∈  ［０，１］，∀ｉ，ｊ ∈  Ｐ，∀ｋ ∈  Ｍ	（６）\
ｙｉ，ｋｌ  ∈  ［０，１］，∀ｉ ∈  Ｐ，∀ｋ，ｌ ∈  Ｍ	（７）\
式（３）是将平均航行天数稳定性指标作为目标函数；式（４）和式（５）是对运输成本和运输时间的约束，使运输成本在客户预算的 １. ５ 倍内波动，运输时间不超出客户要求的送达时间；式（６）和式（７）是决策变量的取值范围。\
